,Start_Date,Start_Time,End_Date,End_Time,Title,Description,Location,Location_URL,Location_Details,All_Day_Event,Event_Type,Tags,Team1_ID,Team1_Division_ID,Team1_Is_Home,Team2_ID,Team2_Division_ID,Team2_Name,Custom_Opponent,Event_ID,Game_ID,Affects_Standings,Points_Win,Points_Loss,Points_Tie,Points_OT_Win,Points_OT_Loss,Division_Override
155,9/24/22,10:50,9/24/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
156,10/1/22,8:30,10/1/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
157,10/1/22,9:40,10/1/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
158,10/1/22,10:50,10/1/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
159,10/8/22,8:30,10/8/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
160,10/8/22,9:40,10/8/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
161,10/8/22,10:50,10/8/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
162,10/15/22,8:30,10/15/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
163,10/15/22,9:40,10/15/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
164,10/15/22,10:50,10/15/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
165,10/22/22,8:30,10/22/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
166,10/22/22,9:40,10/22/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
167,10/22/22,10:50,10/22/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
168,10/29/22,8:30,10/29/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
169,10/29/22,9:40,10/29/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
170,10/29/22,10:50,10/29/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
171,11/5/22,8:30,11/5/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
172,11/5/22,9:40,11/5/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
173,11/5/22,10:50,11/5/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
174,11/12/22,8:30,11/12/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
175,11/12/22,9:40,11/12/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
176,11/12/22,10:50,11/12/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
177,11/19/22,8:30,11/19/22,9:40,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
178,11/19/22,9:40,11/19/22,10:50,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
179,11/19/22,10:50,11/19/22,12:00,Game,,Gateway Field,,23 Merseles Street,0,Game,,JCCH-03-22,,1.0,JCCH-03-22,,,,,,,,,,,,
180,9/17/22,13:30,9/17/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-04-22,,,,,,,,,,,,
181,9/17/22,13:30,9/17/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
182,9/24/22,13:30,9/24/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
183,9/24/22,13:30,9/24/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-04-22,,1.0,JCPM-03-22,,,,,,,,,,,,
184,10/1/22,13:30,10/1/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-04-22,,,,,,,,,,,,
185,10/1/22,13:30,10/1/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
186,10/8/22,13:30,10/8/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-04-22,,1.0,JCPM-03-22,,,,,,,,,,,,
187,10/8/22,13:30,10/8/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
188,10/15/22,13:30,10/15/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
189,10/15/22,13:30,10/15/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-04-22,,,,,,,,,,,,
190,10/22/22,13:30,10/22/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-04-22,,1.0,JCPM-03-22,,,,,,,,,,,,
191,10/22/22,13:30,10/22/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
192,10/29/22,13:30,10/29/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-04-22,,,,,,,,,,,,
193,10/29/22,13:30,10/29/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
194,11/5/22,13:30,11/5/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
195,11/5/22,13:30,11/5/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-04-22,,1.0,JCPM-03-22,,,,,,,,,,,,
196,11/12/22,13:30,11/12/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-04-22,,,,,,,,,,,,
197,11/12/22,13:30,11/12/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
198,11/19/22,13:30,11/19/22,14:30,Game,,Front - Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-04-22,,,,,,,,,,,,
199,11/19/22,13:30,11/19/22,14:30,Game,,Rear- Caven Point,,Caven Point,0,Game,,JCPM-03-22,,1.0,JCPM-03-22,,,,,,,,,,,,
200,9/14/2022,18:00,9/14/2022,19:30,Training,,Gateway Field,,23 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
201,9/21/2022,18:00,9/21/2022,19:30,Training,,Gateway Field,,24 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
202,9/28/2022,18:00,9/28/2022,19:30,Training,,Gateway Field,,25 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
203,10/5/2022,18:00,10/5/2022,19:30,Training,,Gateway Field,,26 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
204,10/12/2022,18:00,10/12/2022,19:30,Training,,Gateway Field,,27 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
205,10/19/2022,18:00,10/19/2022,19:30,Training,,Gateway Field,,28 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
206,10/26/2022,18:00,10/26/2022,19:30,Training,,Gateway Field,,29 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
207,11/2/2022,18:00,11/2/2022,19:30,Training,,Gateway Field,,30 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
208,11/9/2022,18:00,11/9/2022,19:30,Training,,Gateway Field,,31 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
209,11/16/2022,18:00,11/16/2022,19:30,Training,,Gateway Field,,32 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
210,9/14/2022,18:00,9/14/2022,19:30,Training,,Gateway Field,,33 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
211,9/21/2022,18:00,9/21/2022,19:30,Training,,Gateway Field,,34 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
212,9/28/2022,18:00,9/28/2022,19:30,Training,,Gateway Field,,35 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
213,10/5/2022,18:00,10/5/2022,19:30,Training,,Gateway Field,,36 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
214,10/12/2022,18:00,10/12/2022,19:30,Training,,Gateway Field,,37 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
215,10/19/2022,18:00,10/19/2022,19:30,Training,,Gateway Field,,38 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
216,10/26/2022,18:00,10/26/2022,19:30,Training,,Gateway Field,,39 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
217,11/2/2022,18:00,11/2/2022,19:30,Training,,Gateway Field,,40 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
218,11/9/2022,18:00,11/9/2022,19:30,Training,,Gateway Field,,41 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
219,11/16/2022,18:00,11/16/2022,19:30,Training,,Gateway Field,,42 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
220,9/14/2022,18:00,9/14/2022,19:30,Training,,Gateway Field,,43 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
221,9/21/2022,18:00,9/21/2022,19:30,Training,,Gateway Field,,44 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
222,9/28/2022,18:00,9/28/2022,19:30,Training,,Gateway Field,,45 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
223,10/5/2022,18:00,10/5/2022,19:30,Training,,Gateway Field,,46 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
224,10/12/2022,18:00,10/12/2022,19:30,Training,,Gateway Field,,47 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
225,10/19/2022,18:00,10/19/2022,19:30,Training,,Gateway Field,,48 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
226,10/26/2022,18:00,10/26/2022,19:30,Training,,Gateway Field,,49 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
227,11/2/2022,18:00,11/2/2022,19:30,Training,,Gateway Field,,50 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
228,11/9/2022,18:00,11/9/2022,19:30,Training,,Gateway Field,,51 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
229,11/16/2022,18:00,11/16/2022,19:30,Training,,Gateway Field,,52 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
230,9/14/2022,18:00,9/14/2022,19:30,Training,,Gateway Field,,53 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
231,9/21/2022,18:00,9/21/2022,19:30,Training,,Gateway Field,,54 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
232,9/28/2022,18:00,9/28/2022,19:30,Training,,Gateway Field,,55 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
233,10/5/2022,18:00,10/5/2022,19:30,Training,,Gateway Field,,56 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
234,10/12/2022,18:00,10/12/2022,19:30,Training,,Gateway Field,,57 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
235,10/19/2022,18:00,10/19/2022,19:30,Training,,Gateway Field,,58 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
236,10/26/2022,18:00,10/26/2022,19:30,Training,,Gateway Field,,59 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
237,11/2/2022,18:00,11/2/2022,19:30,Training,,Gateway Field,,60 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
238,11/9/2022,18:00,11/9/2022,19:30,Training,,Gateway Field,,61 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
239,11/16/2022,18:00,11/16/2022,19:30,Training,,Gateway Field,,62 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
240,9/14/2022,18:00,9/14/2022,19:30,Training,,Gateway Field,,63 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
241,9/21/2022,18:00,9/21/2022,19:30,Training,,Gateway Field,,64 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
242,9/28/2022,18:00,9/28/2022,19:30,Training,,Gateway Field,,65 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
243,10/5/2022,18:00,10/5/2022,19:30,Training,,Gateway Field,,66 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
244,10/12/2022,18:00,10/12/2022,19:30,Training,,Gateway Field,,67 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
245,10/19/2022,18:00,10/19/2022,19:30,Training,,Gateway Field,,68 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
246,10/26/2022,18:00,10/26/2022,19:30,Training,,Gateway Field,,69 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
247,11/2/2022,18:00,11/2/2022,19:30,Training,,Gateway Field,,70 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
248,11/9/2022,18:00,11/9/2022,19:30,Training,,Gateway Field,,71 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
249,11/16/2022,18:00,11/16/2022,19:30,Training,,Gateway Field,,72 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
250,9/14/2022,18:00,9/14/2022,19:30,Training,,Gateway Field,,73 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
251,9/21/2022,18:00,9/21/2022,19:30,Training,,Gateway Field,,74 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
252,9/28/2022,18:00,9/28/2022,19:30,Training,,Gateway Field,,75 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
253,10/5/2022,18:00,10/5/2022,19:30,Training,,Gateway Field,,76 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
254,10/12/2022,18:00,10/12/2022,19:30,Training,,Gateway Field,,77 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
255,10/19/2022,18:00,10/19/2022,19:30,Training,,Gateway Field,,78 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
256,10/26/2022,18:00,10/26/2022,19:30,Training,,Gateway Field,,79 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
257,11/2/2022,18:00,11/2/2022,19:30,Training,,Gateway Field,,80 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
258,11/9/2022,18:00,11/9/2022,19:30,Training,,Gateway Field,,81 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
259,11/16/2022,18:00,11/16/2022,19:30,Training,,Gateway Field,,82 Merseles Street,0,Event,JCCH-03-22,,,0.0,,,,,,,,,,,,,
260,9/10/22,9:00,9/10/22,10:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
261,9/19/2022,18:00,9/19/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
262,9/26/2022,18:00,9/26/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
263,10/3/2022,18:00,10/3/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
264,10/10/2022,18:00,10/10/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
265,10/17/2022,18:00,10/17/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
266,10/24/2022,18:00,10/24/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
267,10/31/2022,18:00,10/31/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
268,11/7/2022,18:00,11/7/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
269,11/14/22,18:00,11/14/22,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
270,9/10/22,9:00,9/10/22,10:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
271,9/19/2022,18:00,9/19/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
272,9/26/2022,18:00,9/26/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
273,10/3/2022,18:00,10/3/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
274,10/10/2022,18:00,10/10/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
275,10/17/2022,18:00,10/17/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
276,10/24/2022,18:00,10/24/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
277,10/31/2022,18:00,10/31/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
278,11/7/2022,18:00,11/7/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
279,11/14/22,18:00,11/14/22,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
280,9/10/22,9:00,9/10/22,10:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
281,9/19/2022,18:00,9/19/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
282,9/26/2022,18:00,9/26/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
283,10/3/2022,18:00,10/3/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
284,10/10/2022,18:00,10/10/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
285,10/17/2022,18:00,10/17/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
286,10/24/2022,18:00,10/24/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
287,10/31/2022,18:00,10/31/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
288,11/7/2022,18:00,11/7/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
289,11/14/22,18:00,11/14/22,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
290,9/10/22,9:00,9/10/22,10:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
291,9/19/2022,18:00,9/19/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
292,9/26/2022,18:00,9/26/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
293,10/3/2022,18:00,10/3/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
294,10/10/2022,18:00,10/10/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
295,10/17/2022,18:00,10/17/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
296,10/24/2022,18:00,10/24/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
297,10/31/2022,18:00,10/31/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
298,11/7/2022,18:00,11/7/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
299,11/14/22,18:00,11/14/22,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
300,9/10/22,9:00,9/10/22,10:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
301,9/19/2022,18:00,9/19/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
302,9/26/2022,18:00,9/26/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
303,10/3/2022,18:00,10/3/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
304,10/10/2022,18:00,10/10/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
305,10/17/2022,18:00,10/17/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
306,10/24/2022,18:00,10/24/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
307,10/31/2022,18:00,10/31/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
308,11/7/2022,18:00,11/7/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
309,11/14/22,18:00,11/14/22,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
310,9/10/22,9:00,9/10/22,10:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
311,9/19/2022,18:00,9/19/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
312,9/26/2022,18:00,9/26/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
313,10/3/2022,18:00,10/3/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
314,10/10/2022,18:00,10/10/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
315,10/17/2022,18:00,10/17/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
316,10/24/2022,18:00,10/24/2022,19:30,Training,,Main Field - Caven Point,,Caven Point,0,Event,JCSS-01-22,,,0.0,,,,,,,,,,,,,
